song_name,artist,song_lyrics,song_composition,song_lang
 São Francisco (2ª Versão Musical)  ,  Vinicius de Moraes ,"  Lá vai São Francisco Pelo caminho De pé descalço Tão pobrezinho Dormindo à noite Junto ao moinho Bebendo a água Do ribeirinho Lá vai São Francisco De pé no chão Levando nada No seu surrão Dizendo ao vento Bom dia, amigo Dizendo ao fogo Saúde, irmão Lá vai São Francisco Pelo caminho Levando ao colo Jesus Cristinho Fazendo festa No menininho Contando histórias Pros passarinhos  ", Paulo Soledade / Vinícius de Moraes. ,pt
 Sem Você  ,  Vinicius de Moraes ,"  Sem você, sem amor É tudo sofrimento Pois você é o amor Que eu sempre procurei em vão Você é o que resiste Ao desespero e à solidão Nada existe E o mundo é triste sem você Meu amor, meu amor Nunca te ausentes de mim Para que eu viva em paz Para que eu não sofra mais Tanta mágoa assim, no mundo Sem você  ", Antonio Carlos Jobim / Vinícius de Moraes. ,pt
 Só Por Amor  ,  Vinicius de Moraes ,"  Só por amor Só por paixão Só por você Você que nunca disse não Só por saber Que o coração Sabe demais Que a razão não tem razão Por você que foi só minha Sem jamais pensar por quê Por você que apenas tinha Razões e mais razões para não ser Só por amor Só por amado Só por amar Meu amor, muito obrigado Meu amor, muito obrigado  ", Baden Powell / Vinícius de Moraes. ,pt
 Um Pouco Mais de Consideração  ,  Vinicius de Moraes ,"  Porque você é tão ruim Não me diz não nem me diz sim Sofre demais o meu coração Pois nunca sabe quando é sim ou não Que foi que eu fiz que não se faz Não tenho paz, não sou feliz Assim é muita ingratidão Um pouco mais de consideração Já que você foi quem me fez contente Já que você me cativou assim Você podia, muito francamente Entrar a sério nessa história de gostar de mim Independente de qualquer motivo Que você tenha pra gostar assim Já que você foi quem me fez cativo A obrigação agora é sua de cuidar de mim  ", Toquinho / Vinícius de Moraes. ,pt
 Uma Mulher No Meio do Mar  ,  Vinicius de Moraes ,"  (Sobre um desenho original de Almir Castro) Na praia batida de vento a voz entrecontada chama Dentro da noite amarga a grande lua está contigo e está com ela - pousa o teu rosto sobre a areia! A tua lágrima de homem ficará correndo sobre o teu corpo dormindo e te levará boiando E talvez a tua mão inerme encontre a sua mão cheia de frio Tudo está sozinho e o supremo abandono pousou sobre o corpo nu da que deixaste ir A onda solitária é o berço do amor e há uma música eterna nas formas invisíveis Passa o teu braço sobre o que foi o triste destroço de um outro mar bem mais revolto E sentirás que nunca o pobre corpo foi mais flexuoso ao teu afago nem o olhar mais aberto ao teu desejo. Afaga os seios que os seus beijos poluíram e que a água amante fez altos e serenos Mergulha os dedos pela última vez na úmida cabeleira espessa que se vai abrir como as medusas Porque também a lua vive a vez derradeira a visão escrava Porque nunca mais também os olhos que estão parados te mostrarão o céu E as linhas que vês desfeitas já pesam como que para o descanso do fundo que não atingirás. Não sentes que é preciso que ela vá, vá dar morada às algas que lhe cobrirão amorosamente o corpo Para fugir de ti que o cobrias apenas com a ardência imutável do teu desejo? Oh, o amor que abre os braços à piedade!… Rio de Janeiro, 1935  ", Vinícius de Moraes. ,pt
" A Bênção, Bahia  ",  Vinicius de Moraes ,"  Olorô, Bahia Nós viemos pedir sua bênção, saravá! Hepa hê, meu guia Nós viemos dormir no colinho de lemanjá! Nanã Borokô fazer um Bulandê Efó, caruru e aluá Pimenta bastante pra fazer sofrer Bastante mulata para amar Fazer juntó Meu guia, hê Seu guia, hê Bahia! Saravá, senhora Nossa mãe foi-se embora pra sempre do Afojá A rainha agora É Oxum, é a mãe Menininha do Gantois Pedir à mãe Olga do Alakêto, hê Chamar Iansã para dançar Xangô, rei Xangô, Kabueci-elê Meu pai! Oxalá, hepa babá! A bênção, mãe Senhora mãe Menina mãe Rainha! Olorô, Bahia Nós viemos pedir sua bênção, saravá! Hepa hê, meu guia Nós viemos dormir no colinho de lemanjá!  ", Vinícius de Moraes. ,pt
 A Flor da Noite  ,  Vinicius de Moraes ,"  Na solidão escura Do velho Pelourinho Matilde, a louca mansa Vivia mercando assim: Olha a flor da noite ... Olha a flor da noite ... Seria a flor da noite A luz da estrela solitária A tremular tão pura Sobre o velho Pelourinho? Ou o som da voz ausente Da menina prostituta Que mercava o seu triste descaminho: Olha a flor da noite! Olha a flor da noite! Ou seria a flor da noite A face oculta atrás da aurora Por quem o homem luta Desde nunca até agora A louca aprisionada Pelos monstros do poente E que avisa e grita alucinadamente: Olha a flor da noite! Olha a flor da noite!  ", Toquinho / Vinícius de Moraes. ,pt
 A Mais Dolorosa Das Histórias  ,  Vinicius de Moraes ,"  Silêncio Façam silêncio Quero dizer-vos minha tristeza Minha saudade e a dor A dor que há no meu canto Oh, silenciai Vós que assim vos agitais Perdidamente em vão Meu coração vos canta A mais dolorosa das histórias  Minha amada partiu  Partiu Oh, grande desespero de quem ama  Ver partir o seu amor  ", Cláudio Santoro / Vinícius de Moraes. ,pt
 A Volta da Mulher Morena  ,  Vinicius de Moraes ,"  Meus amigos, meus irmãos, cegai os olhos da mulher morena Que os olhos da mulher morena estão me envolvendo E estão me despertando de noite. Meus amigos, meus irmãos, cortai os lábios da mulher morena Eles são maduros e úmidos e inquietos E sabem tirar a volúpia de todos os frios. Meus amigos, meus irmãos, e vós que amais a poesia da minha alma Cortai os peitos da mulher morena Que os peitos da mulher morena sufocam o meu sono E trazem cores tristes para os meus olhos. Jovem camponesa que me namoras quando eu passo nas tardes Traze-me para o contato casto de tuas vestes Salva-me dos braços da mulher morena Eles são lassos, ficam estendidos imóveis ao longo de mim São como raízes recendendo resina fresca São como dois silêncios que me paralisam. Aventureira do Rio da Vida, compra o meu corpo da mulher morena Livra-me do seu ventre como a campina matinal Livra-me do seu dorso como a água escorrendo fria. Branca avozinha dos caminhos, reza para ir embora a mulher morena Reza para murcharem as pernas da mulher morena Reza para a velhice roer dentro da mulher morena Que a mulher morena está encurvando os meus ombros E está trazendo tosse má para o meu peito. Meus amigos, meus irmãos, e vós todos que guardais ainda meus últimos cantos Dai morte cruel à mulher morena!  ", Vinícius de Moraes. ,pt
 Anoiteceu  ,  Vinicius de Moraes ,"  (A luz morreu, o céu perdeu a cor Anoiteceu no nosso grande amor) Ah! Leva a solidão de mim Tira esse amor dos olhos meus Tira a tristeza ruim do adeus Que ficou em mim Que não sai de mim Pelo amor de Deus. Vem suavizar a dor Dessa paixão que anoiteceu Vem e apaga do corpo meu Cada beijo seu Porque foi assim Que ela me enlouqueceu. Fatal, cruel, Cruel demais Mas não faz mal Quem ama não tem paz.  ", Francis Hime / Vinícius de Moraes. ,pt
 Bocochê  ,  Vinicius de Moraes ,"  Menina bonita, pra onde é ""qu'ocê"" vai Menina bonita, pra onde é ""qu'ocê"" vai Vou procurar o meu lindo amor No fundo do mar Vou procurar o meu lindo amor No fundo do mar Nhem, nhem, nhem É onda que vai Nhem, nhem, nhem É onda que vem Nhem, nhem, nhem Tristeza que vai Nhem, nhem, nhem Tristeza que vem Foi e nunca mais voltou Nunca mais! Nunca mais Triste, triste me deixou Nhem, nhem, nhem É onda que vai Nhem, nhem, nhem É a vida que vem Nhem, nhem, nhem É a vida que vai Nhem, nhem, nhem Não volta ninguém Menina bonita, não vá para o mar Menina bonita, não vá para o mar Vou me casar com o meu lindo amor No fundo do mar Vou me casar com o meu lindo amor No fundo do mar Nhem, nhem, nhem É onda que vai Nhem, nhem, nhem É onda que vem Nhem, nhem, nhem É a vida que vai Nhem, nhem, nhem Não volta ninguém Menina bonita que foi para o mar Menina bonita que foi para o mar Dorme, meu bem Que você também é Iemanjá Dorme, meu bem Que você também é Iemanjá  ", Baden Powell / Vinícius de Moraes. ,pt
 Bonita Demais  ,  Vinicius de Moraes ,"  Por que você que é tão Bonita Tem esse ar distante assim Diz porque o seu olhar hesita, hesita Eu tenho tanto amor em mim O amor é a coisa mais Bonita É feito dois igual a um E, no entanto, seu olhar hesita Você tem medo de depois Bonita Talvez Bonita demais Bonita Bonita de nunca ser minha Jamais E assim, Meu amor reflita, reflita, Bonita Pra que ser assim Bonita, Bonita  ", Antonio Carlos Jobim / Em Português / Gene Lees / Ray Gilbert / Vinícius de Moraes. ,pt
 Catendê  ,  Vinicius de Moraes ,"  Meu catendê ... de lá de China Luante, meu catendê Meu catendê ... de lá de China Luante, meu catendê Varre a voz o vendaval Perdido no céu de espanto Meu barco fere a distância No disparo da inconstância Me encontrei sem me esperar Quanto mais o tempo avança Mais me perco neste mar E no rumo do segredo Caminhei todo o caminho Ei lá Maré brava maré mansa Ei lá Vou na trilha da esperança Ei lá Vou no passo da alvorada Ei lá Mar amor enamorada De segredo e de procura Fiz do medo o meu amigo E de força sempre pura O meu canto se encontrou E no fim da jornada Vi meu canto crescer Há tanto escuro na estrada  Esperando o sol nascer Vou cantar pela vida O meu canto de amor Há tanta dor escondida Tanto canto sem cantor  Ei lá Maré brava maré mansa Ei lá Vou na trilha da esperança Ei lá Vou no passo da alvorada Ei lá  ", Jocafi. ,pt
 É Preciso Dizer Adeus  ,  Vinicius de Moraes ,"  É inútil fingir  Não te quero enganar  É preciso dizer adeus  É melhor esquecer  Sei que devo partir  Só me resta dizer adeus  Ah, eu te peço perdão  Mas te quero lembrar  Como foi lindo  O que morreu  E essa beleza do amor  Que foi tão nossa  E me deixa tão só  Eu não quero perder  Eu não quero chorar  Eu não quero trair  Porque tu foste pra mim  Meu amor  Como um dia de sol  ", Tom Jobim / Vinícius de Moraes. ,pt
 Lamento  ,  Vinicius de Moraes ,"  Morena, tem pena Mas ouve o meu lamento Tento em vão Te esquecer Mas, olhe, o meu tormento é tanto Que eu vivo em pranto e sou todo infeliz Não há coisa mais triste, meu benzinho Que esse chorinho que eu te fiz Sozinha, morena Você nem tem mais pena Ai, meu bem Fiquei tão só Tem dó, tem dó de mim Porque estou triste assim por amor de você Não há coisa mais linda neste mundo Que meu carinho por você  ", Pixinguinha (Alfredo Vianna) / Vinícius de Moraes. ,pt
 Samba de Gésse  ,  Vinicius de Moraes ,"  Até parece Que eu conhecia sempre você Que me aparece Quando eu não via jeito de ser A gente esquece Que a gente muda de bem-querer Ah, se eu pudesse Tinha esperado só por você Quando amanhece Eu ao meu lado vejo você Eu digo em prece Que a vida é linda como você Eu que era louco Eu que era triste Deixei de ser Até parece Que só existe eu e você  ", Vinícius de Moraes. ,pt
 Só Danço Samba  ,  Vinicius de Moraes ,"  Só danço samba Só danço samba Vai, vai, vai, vai, vai Só danço samba Só danço samba Vai!...(2x) Já dancei o twist Até demais Mas não sei Me cansei Do calypso Ao tchá-tchá-tchá... Só danço samba Só danço samba Vai, vai, vai, vai, vai Só danço samba Só danço samba Vai!...(2x) Só danço samba Só danço samba Vai!...(6x)  ", Antonio Carlos Jobim / Vinícius de Moraes. ,pt
 Tempo de Amor (Samba do Veloso)  ,  Vinicius de Moraes ,"  Ah, bem melhor seria Poder viver em paz Sem ter que sofrer Sem ter que chorar Sem ter que querer Sem ter que se dar Mas tem que sofrer Mas tem que chorar Mas tem que querer Pra poder amar Ah, mundo enganador Paz não quer mais dizer amor Ah, não existe coisa mais triste que ter paz E se arrepender, e se conformar E se proteger de um amor a mais O tempo de amor É tempo de dor O tempo de paz Não faz nem desfaz Ah, que não seja meu O mundo onde o amor morreu  ", Baden Powell / Vinícius de Moraes. ,pt
 A Terra Prometida  ,  Vinicius de Moraes ,  Poder dormir Poder morar Poder sair Poder chegar Poder viver Bem devagar E depois de partir poder voltar E dizer: este aqui é o meu lugar E poder assistir ao entardecer E saber que vai ver o sol raiar E ter amor e dar amor E receber amor até não poder mais E sem querer nenhum poder Poder viver feliz pra se morrer em paz  , Vinícius de Moraes. ,pt
 Água de beber  ,  Vinicius de Moraes ,"  Eu quis amar mas tive medo E quis salvar meu coração Mas o amor sabe um segredo O medo pode matar o seu coração Água de beber Água de beber, camará Água de beber Água de beber, camará Eu nunca fiz coisa tão certa Entrei pra escola do perdão A minha casa vive aberta Abri todas as portas do coração Água de beber Água de beber, camará Água de beber Água de beber, camará Eu sempre tive uma certeza Que só me deu desilusão É que o amor é uma tristeza Muita mágoa demais para um coração Água de beber Água de beber, camará Água de beber Água de beber, camará  ", Antonio Carlos Jobim / Vinícius de Moraes. ,pt
 Além do Tempo  ,  Vinicius de Moraes ,"  Esse amor sem fim, onde andará? Que eu busco tanto e nunca está E não me sai do pensamento Sempre, sempre longe Esse amor tão lindo que se esconde Nos confins do não sei onde Vive em mim além do tempo Longe, longe, onde? Por que não me surges nessa hora Como um sol Como o sol no mar Quando vem a aurora Esse amor que o amor me prometeu E que até hoje não me deu Por que não está ao lado meu? Esse amor sem fim, onde andará? Esse amor, meu amor, Onde andará?  ", Edú Lobo / Vinícius de Moraes. ,pt
 Andam Dizendo  ,  Vinicius de Moraes ,"  Andam dizendo na noite Que eu já não te amo Que eu saio na noite E já não te chamo Que eu ando talvez Procurando outro amor Mas ninguém sabe, querida O que é ter carinho Que eu saio na noite Mas fico sozinho Bem perto da lua Bem perto da dor Perto da dor de saber Que este céu não existe E que tudo o que nasce Tem sempre um fim triste Até meu carinho Até nosso amor  ",Not known,pt
 Canção Para Alguém  ,  Vinicius de Moraes ,"  Foste na minha vida alguém que apareceu Para findar a dor Foste a mulher querida Que o destino deu Para viver de amor Foste esperança e magia sinceridade e poesia Ponho nesta canção Toda a minha emoção Toda a sublimidade do meu amor Nela vai eternamente o beijo mais ardente Para a beleza da tua boca em flor Eu a compus chorando, Nas noites cheias de luar E tem a sinceridade que vive no meu olhar Junto a ti deposita a saudade infinita Que eternamente habita em meu coração  ",Not known,pt
 Jardim Noturno  ,  Vinicius de Moraes ,"  Se, meu amor distante Eu sou como um jardim noturno Meu silêncio é o seu perfume A se exalar em vão dentro da noite Oh, volta, minha amada A morte ronda em teu jardim As rosas tremem E a lua nem parece Mais lembrar de mim  ", Cláudio Santoro / Vinícius de Moraes. ,pt
